Rank,Name,Age,Net Worth,Country,Source,Industries
1135,SYLVIA STROEHER,64,1.9,Germany,cosmetics,Fashion & Retail
1135,GUDRUN HEINE,65,1.9,Germany,medical devices,Healthcare
1135,RANDAL J. KIRK,66,1.9,United States,pharmaceuticals,Healthcare
1135,SUAT GUNSEL,67,1.9,Cyprus,"real estate, education",Real Estate
1135,HOI KIN HONG,67,1.9,Macao,real estate,Real Estate
1135,HILTON SCHLOSBERG,67,1.9,United Kingdom,energy drinks,Food & Beverage
1135,"HENRY SY, JR.",67,1.9,Philippines,diversified,Diversified
1135,RISHAD NAOROJI,68,1.9,India,consumer goods,Diversified
1135,RILEY BECHTEL & FAMILY,68,1.9,United States,"engineering, construction",Construction & Engineering
1135,SMITA CRISHNA-GODREJ,69,1.9,India,consumer goods,Diversified
1135,NADIR GODREJ,69,1.9,India,consumer goods,Diversified
1135,JENNIFER PRITZKER,69,1.9,United States,"hotels, investments",Service
1135,JORGE PEREZ,70,1.9,United States,real estate,Real Estate
1135,ANDREW TAN,70,1.9,Philippines,diversified,Diversified
1135,JAMSHYD GODREJ,71,1.9,India,consumer goods,Diversified
1135,VINCENT LO,71,1.9,Hong Kong,real estate,Real Estate
1135,JERZY STARAK,72,1.9,Poland,pharmaceuticals,Healthcare
1135,N.R. NARAYANA MURTHY,73,1.9,India,software services,Technology
1135,JOSE LUIS CUTRALE,73,1.9,Brazil,orange juice,Food & Beverage
1135,FERNANDO ROBERTO MOREIRA SALLES,73,1.9,Brazil,"banking, minerals",Diversified
1135,JOSE JOAO ABDALLA FILHO,74,1.9,Brazil,investments,Finance & Investments
1135,YOUSSEF MANSOUR,74,1.9,Egypt,diversified,Diversified
1135,NICHOLAS PRITZKER,76,1.9,United States,"hotels, investments",Service
1135,SID BASS,77,1.9,United States,"oil, investments",Energy
1135,ADI GODREJ,78,1.9,India,consumer goods,Diversified
1135,J. JOE RICKETTS & FAMILY,78,1.9,United States,TD Ameritrade,Finance & Investments
1135,HELMUT SOHMEN,80,1.9,Austria,shipping,Logistics
1135,GEORGE ARGYROS & FAMILY,83,1.9,United States,"real estate, investments",Real Estate
1135,SYBILL STORZ,83,1.9,Germany,medical devices,Healthcare
1135,NICK CAPORELLA,84,1.9,United States,beverages,Food & Beverage
1135,GORDON WU,84,1.9,Hong Kong,real estate,Real Estate
1135,MARIA FRANCA FISSOLO,85,1.9,Italy,"Nutella, chocolates",Food & Beverage
1135,ERMIRIO PEREIRA DE MORAES,87,1.9,Brazil,diversified,Diversified
1135,MARIA HELENA MORAES SCRIPILLITI,89,1.9,Brazil,diversified,Diversified
1135,"STEPHEN BECHTEL, JR.",94,1.9,United States,"engineering, construction",Construction & Engineering
1135,FONG YUN WAH,95,1.9,Hong Kong,real estate,Real Estate
1135,KLAUS-PETER SCHULENBERG,,1.9,Germany,ticketing service,Service
1196,PETER SZULCZEWSKI,38,1.8,Canada,e-commerce,Technology
1196,BYJU RAVEENDRAN,38,1.8,India,education technology,Technology
1196,ROBERT TOENNIES,41,1.8,Germany,meat processing,Food & Beverage
1196,ANDREY ANDREEV,46,1.8,United Kingdom,online dating,Technology
1196,TOMAS OLIVO LOPEZ,46,1.8,Spain,shopping centers,Real Estate
1196,TOMASZ BIERNACKI,47,1.8,Poland,supermarkets,Fashion & Retail
1196,HAMDI ULUKAYA,47,1.8,Turkey,greek yogurt,Food & Beverage
1196,EVAN WILLIAMS,48,1.8,United States,Twitter,Technology
1196,REID HOFFMAN,52,1.8,United States,LinkedIn,Technology
1196,KIM TAEK-JIN,53,1.8,South Korea,online games,Media & Entertainment
1196,ZHAO TAO,54,1.8,Singapore,pharmaceuticals,Healthcare
1196,JIHAN WU,34,1.8,China,cryptocurrency mining chips,Technology
1196,XIONG WU,44,1.8,China,software,Technology
1196,YANG JIAN,48,1.8,China,real estate,Real Estate
1196,XUE HUA,50,1.8,China,agribusiness,Manufacturing
1196,WU GUANJIANG,51,1.8,China,pharmaceuticals,Healthcare
1196,CHEN WENYUAN & FAMILY,52,1.8,China,testing equipment,Technology
1196,ZHANG ZHIXIANG,53,1.8,China,steel,Metals & Mining
1196,Li Li,54,1.8,China,healthcare,Healthcare
1196,LI MIN,54,1.8,China,semiconductor,Technology
1196,YE XIAOPING,57,1.8,China,pharmaceuticals,Healthcare
1196,LIN FANLIAN,58,1.8,China,"energy, real estate",Energy
1196,HUANG QIAOLING,61,1.8,China,amusement parks,Media & Entertainment
1196,REN JIANHUA,63,1.8,China,kitchen appliances,Manufacturing
1196,MIAO SHOULIANG,65,1.8,China,real estate,Real Estate
1196,LI HONGXIN & FAMILY,67,1.8,China,paper & related products,Manufacturing
1196,LEE YIN YEE,68,1.8,China,glass,Manufacturing
1196,GU YUHUA & FAMILY,70,1.8,China,furniture,Manufacturing
1196,PAN LAICAN,,1.8,China,soy sauce,Food & Beverage
1196,DMITRY PUMPYANSKY,56,1.8,Russia,steel pipes,Metals & Mining
1196,REMO RUFFINI,58,1.8,Italy,winter jackets,Fashion & Retail
1196,MARC LASRY,59,1.8,United States,hedge funds,Finance & Investments
1196,TODD WAGNER,59,1.8,United States,online media,Media & Entertainment
1196,MARTUA SITORUS,60,1.8,Indonesia,palm oil,Manufacturing
1196,ROBERT SANDS,61,1.8,United States,liquor,Food & Beverage
1196,HENRY SWIECA,62,1.8,United States,hedge funds,Finance & Investments
1196,LEENA TEWARI,62,1.8,India,pharmaceuticals,Healthcare
1196,LEE BASS,63,1.8,United States,"oil, investments",Energy
1196,JONATHAN NELSON,63,1.8,United States,private equity,Finance & Investments
1196,CLEMENS TOENNIES & FAMILY,63,1.8,Germany,meat processing,Food & Beverage
1196,MARIA DEL PINO Y CALVO-SOTELO,64,1.8,Spain,construction,Construction & Engineering
1196,JOSE ROBERTO MARINHO,64,1.8,Brazil,media,Media & Entertainment
1196,VIKAS OBEROI,49,1.8,India,real estate,Real Estate
1196,TOM MORRIS,65,1.8,United Kingdom,retail,Fashion & Retail
1196,WEI YING-CHIAO,65,1.8,Taiwan,"food, beverages",Food & Beverage
1196,SENAPATHY GOPALAKRISHNAN,65,1.8,India,software services,Technology
1196,PETER LIM,66,1.8,Singapore,investments,Finance & Investments
1196,JOAO ROBERTO MARINHO,66,1.8,Brazil,media,Media & Entertainment
1196,TORBJORN TORNQVIST,66,1.8,Sweden,oil trading,Energy
1196,ANAND BURMAN,67,1.8,India,consumer goods,Food & Beverage
1196,FRIEDRICH KNAPP,68,1.8,Germany,fashion retail,Fashion & Retail
1196,YURI KOVALCHUK,68,1.8,Russia,"banking, insurance, media",Finance & Investments
1196,THOMAS KWOK,68,1.8,Hong Kong,real estate,Real Estate
1196,PETER GILGAN,69,1.8,Canada,homebuilding,Construction & Engineering
1196,TERESITA SY-COSON,69,1.8,Philippines,diversified,Diversified
1196,CRAIG MCCAW,70,1.8,United States,telecom,Telecom
1196,THAKSIN SHINAWATRA,70,1.8,Thailand,investments,Finance & Investments
1196,LOTTIE THAM & FAMILY,70,1.8,Sweden,H&M,Fashion & Retail
1196,MANGAL PRABHAT LODHA,64,1.8,India,real estate,Real Estate
1196,ROBERTO IRINEU MARINHO,72,1.8,Brazil,media,Media & Entertainment
1196,DAVID NAHMAD,72,1.8,Monaco,art collection,Fashion & Retail
1196,EDWARD BASS,74,1.8,United States,"oil, investments",Energy
1196,VINCENT MCMAHON,74,1.8,United States,entertainment,Sports
1196,ROBERT MILLER,74,1.8,Canada,electronics components,Technology
1196,ROBERT DUGGAN,75,1.8,United States,pharmaceuticals,Healthcare
1196,JAMES FRANCE,75,1.8,United States,"Nascar, racing",Sports
1196,FRANCESCO GAETANO CALTAGIRONE,77,1.8,Italy,"cement, diversified",Construction & Engineering
1196,PETER GROGG,78,1.8,Switzerland,biochemicals,Healthcare
1196,JULIO BOZANO,84,1.8,Brazil,banking,Finance & Investments
1196,JOSEF BOQUOI & FAMILY,86,1.8,Germany,frozen foods,Food & Beverage
1196,CHRISTIANE SCHOELLER,,1.8,Germany,publishing,Media & Entertainment
1267,GARRETT CAMP,41,1.7,Canada,Uber,Technology
1267,DOMINIKA KULCZYK,42,1.7,Poland,diversified,Finance & Investments
1267,JEFFREY TALPINS,45,1.7,United States,hedge fund,Finance & Investments
1267,ANDREI BOKAREV,53,1.7,Russia,"metals, mining",Manufacturing
1267,VADIM MOSHKOVICH,53,1.7,Russia,"agriculture, land",Food & Beverage
1267,ANEEL BHUSRI,54,1.7,United States,business software,Technology
1267,BILL LIU,37,1.7,China,electronics,Technology
1267,LAI JIANFA,50,1.7,China,express delivery,Logistics
1267,ALAN HOWARD,56,1.7,United Kingdom,hedge funds,Finance & Investments
1267,MUSTAFA KUCUK,56,1.7,Turkey,fashion retail,Fashion & Retail
1267,JIMMY JOHN LIAUTAUD,56,1.7,United States,sandwich chain,Food & Beverage
1267,MIAO YONGJUN,52,1.7,China,clinical diagnostics,Healthcare
1267,MIAO HANGEN,55,1.7,China,"textiles, petrochemicals",Diversified
1267,YOU XIAOPING,62,1.7,China,"chemicals, spandex",Manufacturing
1267,GENG DIANGEN,63,1.7,China,Internet,Technology
1267,WANG WENBIAO,63,1.7,China,"natural gas, fertilizers",Manufacturing
1267,FU GUANGMING & FAMILY,66,1.7,China,poultry,Food & Beverage
1267,SONG ZUOWEN,73,1.7,China,"aluminum, diversified",Diversified
1267,LAI JIANPING,,1.7,China,soy sauce,Food & Beverage
1267,LU DI,,1.7,China,drones,Technology
1267,SAMIR MEHTA,56,1.7,India,"pharmaceuticals, power",Healthcare
1267,DAVID LICHTENSTEIN,58,1.7,United States,real estate,Real Estate
1267,MARK COOMBS,59,1.7,United Kingdom,finance,Finance & Investments
1267,BRIAN ROBERTS,60,1.7,United States,Comcast,Service
1267,YU PEIDI,60,1.7,Hong Kong,real estate,Real Estate
1267,KJELL INGE ROKKE,61,1.7,Norway,"shipping, seafood",Logistics
1267,PAUL XIAOMING LEE & FAMILY,62,1.7,United States,packaging,Manufacturing
1267,DAVID WERTHEIM,62,1.7,Israel,Coca Cola Israel,Food & Beverage
1267,ARAS AGALAROV,64,1.7,Russia,real estate,Fashion & Retail
1267,AJAY PIRAMAL,64,1.7,India,pharmaceuticals,Healthcare
1267,VIVEK CHAAND SEHGAL,63,1.7,Australia,auto parts,Automotive
1267,JOHN DE MOL,65,1.7,Netherlands,TV programs,Media & Entertainment
1267,ANTHONY LANGLEY,65,1.7,United Kingdom,manufacturing,Diversified
1267,SUDHIR MEHTA,65,1.7,India,"pharmaceuticals, power",Healthcare
1267,GAIL MILLER,76,1.7,United States,car dealerships,Automotive
1267,SHIN CHANG-JAE,66,1.7,South Korea,insurance,Finance & Investments
1267,TONY TAN CAKTIONG & FAMILY,67,1.7,Philippines,food,Food & Beverage
1267,LUIZA HELENA TRAJANO,68,1.7,Brazil,retail chain,Fashion & Retail
1267,KEEREE KANJANAPAS,69,1.7,Thailand,transportation,Real Estate
1267,SEZAI BACAKSIZ,70,1.7,Turkey,diversified,Diversified
1267,TIMOTHY BOYLE,70,1.7,United States,Columbia Sportswear,Fashion & Retail
1267,TONY CHEN,70,1.7,Taiwan,electronics,Technology
1267,NIHAT OZDEMIR,70,1.7,Turkey,diversified,Diversified
1267,PHILLIP T. (TERRY) RAGON,70,1.7,United States,health IT,Technology
1267,BABA KALYANI,71,1.7,India,engineering,Construction & Engineering
1267,GARY MICHELSON,71,1.7,United States,medical patents,Healthcare
1267,WICHAI THONGTANG,73,1.7,Thailand,investments,Real Estate
1267,MICHAEL ASHCROFT,74,1.7,United Kingdom,security,Finance & Investments
1267,JULIO PONCE LEROU,74,1.7,Chile,fertilizer,Metals & Mining
1267,LESLIE ALEXANDER,76,1.7,United States,sports team,Sports
1267,MICHAEL FEDERMANN & FAMILY,76,1.7,Israel,"defense, hotels",Technology
1267,CHRISTOPHER GOLDSBURY,77,1.7,United States,salsa,Food & Beverage
1267,TORSTEIN HAGEN,77,1.7,Norway,cruises,Service
1267,CHARLOTTE COLKET WEBER,77,1.7,United States,Campbell Soup,Food & Beverage
1267,RAY DAVIS,78,1.7,United States,pipelines,Energy
1267,ROBERTO HERNANDEZ RAMIREZ,78,1.7,Mexico,banking,Finance & Investments
1267,MANUEL JOVE,78,1.7,Spain,real estate,Real Estate
1267,MAHENDRA PRASAD,80,1.7,India,pharmaceuticals,Healthcare
1267,"KARL SCHEUFELE, III. & FAMILY",81,1.7,Switzerland,jewelry,Fashion & Retail
1267,ROBERTO ONGPIN,83,1.7,Philippines,diversified,Diversified
1267,CHEN YUNG-TAI,84,1.7,Taiwan,real estate,Real Estate
1267,LAU CHO KUN,84,1.7,Malaysia,"palm oil, property",Diversified
1267,GREGORIO PEREZ COMPANC,84,1.7,Argentina,oil & gas,Energy
1267,LUCIO TAN,85,1.7,Philippines,diversified,Diversified
1267,DAVID HAINS,89,1.7,Australia,Investments,Finance & Investments
1267,MOCHTAR RIADY & FAMILY,90,1.7,Indonesia,diversified,Diversified
1267,ALOYSIO DE ANDRADE FARIA,99,1.7,Brazil,banking,Finance & Investments
1267,MAREN OTTO,,1.7,Germany,"retail, real estate",Diversified
1335,MARKUS PERSSON,40,1.6,Sweden,computer games,Media & Entertainment
1335,LAWRENCE HO,43,1.6,Hong Kong,casinos,Gambling & Casinos
1335,MOHAMMED DEWJI,44,1.6,Tanzania,diversified,Diversified
1335,SERGEI GORDEEV,47,1.6,Russia,real estate,Real Estate
1335,EUISUN CHUNG,49,1.6,South Korea,Hyundai,Logistics
1335,CHAD RICHISON,49,1.6,United States,payroll processing,Technology
1335,ALFREDO EGYDIO ARRUDA VILLELA FILHO,50,1.6,Brazil,banking,Finance & Investments
1335,P.V.KRISHNA REDDY,50,1.6,India,infrastructure,Construction & Engineering
1335,ERIC DOUGLAS,51,1.6,Sweden,investments,Diversified
1335,ALEXANDER KLYACHIN,52,1.6,Russia,real estate,Real Estate
1335,YURI SHEFLER,52,1.6,Russia,alcohol,Food & Beverage
1335,NEIL SHEN,52,1.6,Hong Kong,venture capital,Finance & Investments
1335,OLEG TINKOV,52,1.6,Russia,banking,Finance & Investments
1335,ANTHONY WOOD,54,1.6,United States,Roku,Technology
1335,KALANITHI MARAN,54,1.6,India,media,Media & Entertainment
1335,O. FRANCIS BIONDI,55,1.6,United States,hedge funds,Finance & Investments
1335,BRIAN HIGGINS,55,1.6,United States,hedge funds,Finance & Investments
1335,EVGENY (EUGENE) SHVIDLER,56,1.6,United States,"oil & gas, investments",Energy
1335,SUNIL VASWANI,56,1.6,United Kingdom,diversified,Diversified
1335,CHEN LIYING,44,1.6,China,package delivery,Logistics
1335,LIN ZHIJUN,44,1.6,China,medical devices,Healthcare
1335,LIN ZHIXIONG & FAMILY,46,1.6,China,medical devices,Healthcare
1335,WU ZHONGYI,46,1.6,China,electronics,Technology
1335,CHEN HUWEN,49,1.6,China,stationery,Manufacturing
1335,WU YULAN,50,1.6,China,pharmaceuticals,Healthcare
1335,LIANG FENG,51,1.6,China,manufacturing,Manufacturing
1335,DENG WEN,52,1.6,China,flavorings,Food & Beverage
1335,CHEN ZHISONG,54,1.6,China,communication equipment,Technology
1335,JIN LEI,54,1.6,China,pharmaceuticals,Healthcare
1335,WANG CHANGTIAN,54,1.6,China,"TV, movie production",Media & Entertainment
1335,YU HUIJIAO,54,1.6,China,package delivery,Logistics
1335,LAM KONG,55,1.6,China,pharmaceuticals,Healthcare
1335,LI WEIGUO,55,1.6,China,construction materials,Manufacturing
1335,LI LI,56,1.6,China,pharmaceuticals,Healthcare
1335,NAN CUNHUI,56,1.6,China,power equipment,Manufacturing
1335,JIANG YEHUA & FAMILY,57,1.6,China,real estate,Real Estate
1335,YI XIANZHONG & FAMILY,60,1.6,China,pharmaceuticals,Healthcare
1335,XU XUDONG & FAMILY,50,1.6,China,auto parts,Automotive
1335,CARL DOUGLAS,58,1.6,Sweden,investments,Diversified
1335,MATTHIAS REINHART,60,1.6,Switzerland,finance,Finance & Investments
1335,SANDRO VERONESI & FAMILY,60,1.6,Italy,fashion,Fashion & Retail
1335,BILL HASLAM,61,1.6,United States,gas stations,Fashion & Retail
1335,IVAN SAVVIDIS,61,1.6,Russia,agribusiness,Diversified
1335,THOMAS STEYER,62,1.6,United States,hedge funds,Finance & Investments
1335,P.P. REDDY,62,1.6,India,infrastructure,Construction & Engineering
1335,BERNARD FRAISSE,63,1.6,France,pharmaceuticals,Healthcare
1335,WALTER FARIA,65,1.6,Brazil,beer,Food & Beverage
1335,ASOK KUMAR HIRANANDANI,65,1.6,Singapore,real estate,Real Estate
1335,ELIZABETH SY,67,1.6,Philippines,diversified,Diversified
1335,HARSH MARIWALA,68,1.6,India,consumer goods,Food & Beverage
1335,SHMUEL HARLAP,75,1.6,Israel,automotive,Automotive
1335,HERB CHAMBERS,78,1.6,United States,car dealerships,Automotive
1335,THOMAS BRUCH & FAMILY,69,1.6,Germany,retail,Fashion & Retail
1335,MARIA-ELISABETH SCHAEFFLER-THUMANN,78,1.6,Germany,auto parts,Automotive
1335,PETER SONDAKH,70,1.6,Indonesia,investments,Finance & Investments
1335,SAM GOI,71,1.6,Singapore,frozen foods,Food & Beverage
1335,J. TOMILSON HILL,71,1.6,United States,investments,Finance & Investments
1335,"EDWARD DEBARTOLO, JR.",73,1.6,United States,shopping centers,Real Estate
1335,LIN CHEN-HAI,73,1.6,Taiwan,real estate,Real Estate
1335,CANDIDO PINHEIRO KOREN DE LIMA,73,1.6,Brazil,"hospitals, health insurance",Healthcare
1335,CATHERINE LOZICK,74,1.6,United States,valve manufacturing,Manufacturing
1335,JITENDRA VIRWANI,54,1.6,India,real estate,Real Estate
1335,ANGELA BENNETT,76,1.6,Australia,mining,Metals & Mining
1335,JOHN BLOOR,76,1.6,United Kingdom,"real estate, manufacturing",Diversified
1335,JACK COWIN,77,1.6,Australia,fast food,Food & Beverage
1335,NELSON PELTZ,77,1.6,United States,investments,Finance & Investments
1335,ANTONIO LUIZ SEABRA,77,1.6,Brazil,cosmetics,Fashion & Retail
1335,CHUCK BUNDRANT,78,1.6,United States,fishing,Food & Beverage
1335,LEE JOONG-KEUN,79,1.6,South Korea,"construction, real estate",Construction & Engineering
1335,LUIGI CREMONINI & FAMILY,80,1.6,Italy,meat processing,Food & Beverage
1335,ANTONIO DEL VALLE RUIZ & FAMILY,81,1.6,Mexico,chemicals,Manufacturing
1335,VALENTIN GAPONTSEV & FAMILY,81,1.6,United States,lasers,Manufacturing
1335,J. HYATT BROWN,82,1.6,United States,insurance,Finance & Investments
1335,MARTIN SELIG,82,1.6,United States,real estate,Real Estate
1335,ROMANO MINOZZI,85,1.6,Italy,"utilities, diversified",Diversified
1335,CLEMENT FAYAT & FAMILY,88,1.6,France,construction,Construction & Engineering
1335,SEMAHAT SEVIM ARSEL,91,1.6,Turkey,diversified,Diversified
1335,SHI WEN-LONG,92,1.6,Taiwan,plastics,Manufacturing
1335,CHARLES MUNGER,96,1.6,United States,Berkshire Hathaway,Finance & Investments
1335,KIAT CHIARAVANONT,,1.6,Thailand,diversified,Diversified
1415,CHRISTOPHER KWOK,34,1.5,Hong Kong,real estate,Real Estate
1415,KATARINA MARTINSON,38,1.5,Sweden,investments,Diversified
1415,EDWARD KWOK,39,1.5,Hong Kong,real estate,Real Estate
1415,ORION HINDAWI,40,1.5,United States,software,Technology
1415,ANA LUCIA DE MATTOS BARRETTO VILLELA,46,1.5,Brazil,banking,Finance & Investments
1415,VONNARAT TANGKARAVAKOON,47,1.5,Thailand,"wire & cables, paints",Manufacturing
1415,RANJAN PAI,47,1.5,India,education,Service
1415,NIGEL AUSTIN,49,1.5,Australia,retail,Fashion & Retail
1415,SHERYL SANDBERG,50,1.5,United States,Facebook,Technology
1415,BANG JUN-HYUK,51,1.5,South Korea,online gaming,Technology
1415,LORENZO FERTITTA,51,1.5,United States,"casinos, mixed martial arts",Sports
1415,SOMPHOTE AHUNAI,52,1.5,Thailand,renewable energy,Energy
1415,IVAN CHRENKO,52,1.5,Slovakia,real estate,Real Estate
1415,"ANDRE KOO, SR.",52,1.5,Taiwan,financial services,Finance & Investments
1415,GRETEL PACKER,54,1.5,Australia,casinos,Media & Entertainment
1415,ZHUO JUN,54,1.5,Hong Kong,printed circuit boards,Manufacturing
1415,MARTIN MOLLER NIELSEN,55,1.5,Denmark,aircraft leasing,Logistics
1415,WONG MAN LI,55,1.5,Hong Kong,furniture,Manufacturing
1415,MICHAEL KIM,56,1.5,South Korea,Investment,Finance & Investments
1415,D. LEOPOLDO DEL PINO Y CALVO-SOTELO,57,1.5,Spain,construction,Construction & Engineering
1415,ZHOU JIAN,43,1.5,China,robotics,Technology
1415,ZHANG LIAOYUAN,44,1.5,China,food,Food & Beverage
1415,XIA SHUDONG,47,1.5,China,IT service,Technology
1415,YU FAXIANG,48,1.5,China,"tourism, cultural industry",Media & Entertainment
1415,CHEN HUXIONG,49,1.5,China,stationery,Manufacturing
1415,LI XUHUI,51,1.5,China,soy sauce,Food & Beverage
1415,LI LIANGBIN,52,1.5,China,lithium,Manufacturing
1415,NICOLAS BERGGRUEN,58,1.5,United States,investments,Finance & Investments
1415,"FRANK FERTITTA, III.",58,1.5,United States,"casinos, mixed martial arts",Sports
1415,WU JUNBAO,54,1.5,China,education,Service
1415,TSENG CHENG,58,1.5,Taiwan,petrochemicals,Manufacturing
1415,XU SHUGEN,54,1.5,China,"construction, mining machinery",Manufacturing
1415,SHUSHENG ZHENG,54,1.5,China,telecom,Telecom
1415,GU WEI,55,1.5,China,consumer electronics,Manufacturing
1415,GUO ZIWEN,56,1.5,China,real estate,Real Estate
1415,LI GUANGYU,56,1.5,China,education,Service
1415,JIA TIANJIANG & FAMILY,57,1.5,China,non-ferrous metals,Metals & Mining
1415,HUANG XIAOFEN & FAMILY,58,1.5,China,printed circuit boards,Technology
1415,CHEN FASHU,59,1.5,China,investments,Finance & Investments
1415,HUANG WEI,60,1.5,China,real estate,Real Estate
1415,ZHU XINGLIANG,60,1.5,China,construction,Construction & Engineering
1415,MI ENHUA,62,1.5,China,retail,Fashion & Retail
1415,ZHU GONGSHAN,62,1.5,China,solar panel materials,Manufacturing
1415,CAO JI,68,1.5,China,manufacturing,Manufacturing
1415,WU YILING,70,1.5,China,pharmaceuticals,Healthcare
1415,WAN LONG,79,1.5,China,food,Food & Beverage
1415,CHEY TAE-WON,59,1.5,South Korea,"oil, semiconductor",Telecom
1415,STEPHEN FEINBERG,60,1.5,United States,private equity,Finance & Investments
1415,PETER SPERLING,60,1.5,United States,education,Service
1415,WEI YIN-HENG,61,1.5,Taiwan,"food, beverages",Food & Beverage
1415,AHMET CALIK,62,1.5,Turkey,"energy, banking, construction",Diversified
1415,SERGEI KATSIEV,62,1.5,Russia,"retail, wholesale",Fashion & Retail
1415,SETH KLARMAN,62,1.5,United States,investments,Finance & Investments
1415,HARSH GOENKA,62,1.5,India,diversified,Diversified
1415,LOUIS BACON,63,1.5,United States,hedge funds,Finance & Investments
1415,JACQUES D'AMOURS,63,1.5,Canada,retail,Fashion & Retail
1415,BRADLEY JACOBS,63,1.5,United States,logistics,Logistics
1415,DUKE REYES,63,1.5,United States,beer distribution,Food & Beverage
1415,WEI YIN-CHUN,63,1.5,Taiwan,"food, beverages",Food & Beverage
1415,HAMDI AKIN & FAMILY,65,1.5,Turkey,diversified,Diversified
1415,ROLF GERLING,65,1.5,Germany,insurance,Finance & Investments
1415,LIRIO PARISOTTO,66,1.5,Brazil,investments,Finance & Investments
1415,JOHN TYSON,66,1.5,United States,food processing,Food & Beverage
1415,WEI ING-CHOU,66,1.5,Taiwan,"food, beverages",Food & Beverage
1415,LEONID BOGUSLAVSKY,68,1.5,Russia,venture capital,Finance & Investments
1415,HARINDARPAL BANGA,69,1.5,India,commodities,Finance & Investments
1415,TRAN BA DUONG & FAMILY,60,1.5,Vietnam,automotive,Automotive
1415,STEFAN OLSSON,71,1.5,Sweden,diversified,Diversified
1415,VLADIMIR YEVTUSHENKOV,71,1.5,Russia,"telecom, investments",Telecom
1415,YASUHIRO FUKUSHIMA,72,1.5,Japan,video games,Media & Entertainment
1415,MEHMET NAZIF GUNAL,72,1.5,Turkey,"tourism, construction",Diversified
1415,KENNY TROUTT,72,1.5,United States,telecom,Telecom
1415,ABHAY FIRODIA,75,1.5,India,automobiles,Automotive
1415,PRAYUDH MAHAGITSIRI,74,1.5,Thailand,"coffee, shipping",Food & Beverage
1415,EZRA NAHMAD,74,1.5,Monaco,art,Finance & Investments
1415,BILL GROSS,75,1.5,United States,investments,Finance & Investments
1415,JAMES LEININGER,75,1.5,United States,medical products,Healthcare
1415,ROBERT MOUAWAD,75,1.5,Lebanon,fine jewelry,Service
1415,KOMMER DAMEN,76,1.5,Netherlands,shipbuilding,Manufacturing
1415,G RAJENDRAN,77,1.5,India,jewellery,Fashion & Retail
1415,DOUGLAS HSU,77,1.5,Taiwan,diversified,Diversified
1415,IAN WOOD & FAMILY,77,1.5,United Kingdom,energy services,Energy
1415,MARIO GABELLI,78,1.5,United States,money management,Finance & Investments
1415,WILLIAM KOCH,79,1.5,United States,"oil, investments",Energy
1415,STEWART HOREJSI & FAMILY,82,1.5,United States,Berkshire Hathaway,Finance & Investments
1415,PHILLIP FROST,83,1.5,United States,pharmaceuticals,Healthcare
1415,ESTHER GRETHER,84,1.5,Switzerland,art collection,Fashion & Retail
1415,JERRY REINSDORF,84,1.5,United States,sports teams,Sports
1415,MUSTAFA RAHMI KOC,89,1.5,Turkey,diversified,Diversified
1415,ARNE WILHELMSEN & FAMILY,90,1.5,Norway,cruise ships,Logistics
1415,ALAN GERRY,91,1.5,United States,cable television,Media & Entertainment
1415,MANUEL MOROUN & FAMILY,92,1.5,United States,transportation,Logistics
1415,ALICE SCHWARTZ,93,1.5,United States,biotech,Healthcare
1415,STEPHEN JARISLOWSKY,94,1.5,Canada,money management,Finance & Investments
1415,MARCEL ADAMS & FAMILY,99,1.5,Canada,real estate,Real Estate
1415,CHAN TAN CHING-FEN,,1.5,Hong Kong,real estate,Real Estate
1415,CHRISTIAN HERZ,,1.5,Germany,coffee,Finance & Investments
1415,MICHAELA HERZ,,1.5,Germany,coffee,Finance & Investments
1513,CHRIS WANSTRATH,35,1.4,United States,software,Technology
1513,SANJIT BISWAS,38,1.4,United States,sensor systems,Technology
1513,JOHN BICKET,40,1.4,United States,sensor systems,Technology
1513,SAKET BURMAN,43,1.4,United Kingdom,consumer goods,Food & Beverage
1513,DAVID ZALIK,46,1.4,United States,financial technology,Technology
1513,ISABEL DOS SANTOS,46,1.4,Angola,"banking, investments",Finance & Investments
1513,GARY FEGEL,46,1.4,Switzerland,"commodities, investments",Metals & Mining
1513,OSMAN KIBAR,49,1.4,United States,biotech,Healthcare
1513,FELIX BAKER,51,1.4,United States,biotech investing,Finance & Investments
1513,CLAYTON ZEKELMAN,51,1.4,Canada,steel,Manufacturing
1513,NIKOLAI BUINOV,52,1.4,Russia,"oil, gas",Energy
1513,PHILIPPE LAFFONT,52,1.4,United States,hedge fund,Finance & Investments
1513,ARNOUT SCHUIJFF,52,1.4,Netherlands,payments software,Technology
1513,WILLIAM ACKMAN,53,1.4,United States,hedge funds,Finance & Investments
1513,JULIAN BAKER,53,1.4,United States,investing,Finance & Investments
1513,MAGGIE HARDY KNOX,54,1.4,United States,building materials,Service
1513,MARIUS NACHT,54,1.4,Israel,software,Technology
1513,PAVEL TYKAC,55,1.4,Czechia,coal mines,Metals & Mining
1513,LUIS FRIAS,57,1.4,Brazil,mobile payments,Technology
1513,LEE HO-JIN,57,1.4,South Korea,diversified,Diversified
1513,PATRICE MOTSEPE,58,1.4,South Africa,mining,Metals & Mining
1513,PIERRE KARL PÉLADEAU,58,1.4,Canada,media,Media & Entertainment
1513,JAMES DUFF,59,1.4,United States,"tires, diversified",Diversified
